"","main_Rho","Herbivore_Rho","Carnivore_Rho","main_P","Herbivore_P","Carnivore_P","main_p.adj","Herbivore_p.adj","Carnivore_p.adj","Driver","DriverNumeric"
"NR5A1",-1.75862725562349,-0.319386851763137,0.639662690015581,0.235922521330133,0.74943317992385,0.522391916548098,0.721184274844682,0.893794600352122,0.719538998729848,"DoubleBoth",4
"NEK6",-1.63179783852211,1.01978879444274,1.61772818369685,0.30816624248378,0.307828638707132,0.105721189364099,0.84924092953496,0.591921631661765,0.28251813123653,"Both",3
"CCDC28B",-2.49334855319718,-0.607383051285422,1.7060645388539,0.0379633665734343,0.543596733646112,0.0879960640254956,0.228148429824277,0.77857731339311,0.252133539396223,"DoubleBoth",4
"TXLNA",-1.37769908476799,0.970222929018254,2.23790086636256,0.504888642175876,0.331935383989709,0.0252275205361687,1,0.614717355247923,0.116060098067341,"Carnivore",2
"GHRH",-0.772673307606319,-0.687551946343329,1.56799179955464,1,0.491734977898037,0.116883046149855,1,0.743717519691337,0.300608115994568,"Carnivore",2
"LHX2",NA,0.986703266550556,NA,NA,0.323788128231089,NA,NA,0.60659752317357,NA,"MissingData",5
"DENND1A",-1.73823010733767,-0.770464787978706,1.44410450098705,0.246510828206544,0.441024234672005,0.148709582188765,0.74280146486107,0.707498200692649,0.347669201328977,"Both",3
"KPNA6",NA,0.873811396005927,NA,NA,0.382220973294101,NA,NA,0.661501125837541,NA,"MissingData",5
"MTCH1",-0.261633530469983,1.53739941668191,1.62806596851338,1,0.124195529145814,0.10351089859994,1,0.370529234663078,0.278342879514896,"Unclear",0
"CRB2",-3.30107572406917,-1.30837835247343,3.3311867127969,0.0028894465138294,0.190745011319262,0.000864765782718366,0.0422349214112081,0.465859513457539,0.0119517307672207,"Carnivore",2
"TET1",-4.3297357258564,-1.59227588367121,5.58547284425218,4.47865171778428e-05,0.111322729226203,2.33065206090969e-08,0.00251559325137119,0.347808426759354,9.73500417774972e-06,"Carnivore",2
"RABGAP1",-1.13672711302382,-0.668648977298633,1.20574301938055,0.766957143885663,0.503719422057639,0.227916592098044,1,0.751822109772769,0.446945982704523,"Carnivore",2
"ADGRB2",-1.49195964352115,-1.20115332501622,0.938316526729121,0.40712917580011,0.229691731087543,0.348081769016356,1,0.509870346370581,0.575492639988889,"Both",3
"ZBTB26",0.618763035388878,2.10915414499622,0.48547294393927,1,0.0349312785035867,0.62734090042169,1,0.180837142531024,0.795518253069552,"Herbivore",1
"ZBTB6",-1.21837846405473,0.564848415435292,0.966047152948795,0.669240555418857,0.572176872761076,0.334020586752635,1,0.796565741697525,0.56364802637183,"Both",3
"RBL1",-1.29610306896365,-1.13816605089586,2.14130375620697,0.584819933425631,0.255051151725692,0.0322495504227257,1,0.540761820578384,0.135494967786121,"Carnivore",2
"COL16A1",0.813776396125828,0.289218483788604,-1.29536476969728,1,0.772414187974605,0.19519442535751,1,0.905919615777835,0.407941844369506,"Carnivore",2
"ATOH7",-1.05613564626322,-0.0625410483995284,1.47964880868105,0.872718740328823,0.950131974005312,0.138966993666523,1,0.97991529799906,0.333306962117318,"Carnivore",2
"OR1N2",0.569169380164942,-1.61925161925243,-0.630523257995434,1,0.105393135662075,0.528352290777441,1,0.336018358762113,0.723379970246976,"Herbivore",1
"CXCR3",0.660299433286234,0.157434060067185,-0.0373801113009243,1,0.874902772089339,0.970181930469409,1,0.951254295196947,0.985569477763882,"DoubleBoth",4
"PPIL1",NA,2.52388623874272,NA,NA,0.0116065481553831,NA,NA,0.095631383065654,NA,"MissingData",5
"PEF1",1.67318873266796,1.84435633388274,-0.828252192630296,0.282870443235185,0.0651312266069753,0.407527691271928,0.807117206468432,0.258120306130187,0.628254448806232,"Herbivore",1
"SERINC2",-1.88859703385044,-2.35828014840231,0.843713247704484,0.176837534280944,0.0183598314493673,0.398829662865442,0.605348665056224,0.12516036433556,0.620632204262567,"Herbivore",1
"FABP3",0.191513395118697,0.837297161105337,0.392716560586456,1,0.402425554612225,0.69452883781948,1,0.677019049025418,0.836629417655138,"Herbivore",1
"SRSF3",3.89907282173915,4.95896657955691,-4.15332672515747,0.000289685198644225,7.08691563864795e-07,3.27676356226736e-05,0.00903580758812633,0.000188314451781712,0.00127319621927169,"Unclear",0
"OGT",NA,0.861557725297656,NA,NA,0.388930942720931,NA,NA,0.666709492160672,NA,"MissingData",5
"KCTD20",-2.39618716344277,-0.527348270077009,2.23512987556735,0.0496998856382583,0.597951759534667,0.0254088235332113,0.270456773215387,0.812197801844829,0.116734640839871,"Both",3
"NKAIN1",NA,2.95154025167289,NA,NA,0.0031619333147614,NA,NA,0.0425325951028776,NA,"MissingData",5
"PUM1",-1.12069987570472,-0.962739408105744,1.79681001238718,0.787246905394737,0.335678314862733,0.0723657863109831,1,0.618507423622831,0.224040421815576,"Carnivore",2
"DSN1",-1.47271444972298,-0.421148449971414,1.04701479538171,0.422484145949781,0.673646684375068,0.295092754425315,1,0.855408434080624,0.522651324887333,"DoubleBoth",4
"REEP3",-1.17882671277517,-0.0667487625063623,2.25234758395223,0.715401555296512,0.946781713975809,0.0243003153342735,1,0.978027732539105,0.113760623850769,"Carnivore",2
"MORN5",-0.846138370064858,0.218690127834376,1.20660315982636,1,0.826891439703262,0.227585009287058,1,0.929801133968101,0.446470422002542,"Carnivore",2
"MATN1",-0.668930605039678,-0.917067522988411,0.329330166536502,1,0.359107258190044,0.741906145094746,1,0.63978040100536,0.86404818917533,"Herbivore",1
"NDUFA8",-2.94267788594457,0.697563717141908,3.0676214435041,0.00976160358763138,0.485450078850001,0.00215769765784142,0.0937544267475707,0.738633279647017,0.0229782575644202,"Carnivore",2
"ADO",-0.516385317178302,0.648904226904639,1.697430453867,1,0.516400282443716,0.0896153090495427,1,0.761077666678504,0.255063360137307,"Carnivore",2
"RTKN2",-1.85581047379616,-0.915128521963288,4.17646101979111,0.190441731452788,0.360124163223621,2.96079451902506e-05,0.631311814013584,0.64030274896149,0.00119665572837004,"Carnivore",2
"SRSF4",-0.72022478651624,-0.847405798227041,0.33886895315924,1,0.396768973748199,0.734708453877049,1,0.673004216773185,0.859848685570805,"Herbivore",1
"NDRG3",-2.93149385788644,-0.490432480028851,2.11330953331096,0.0101200811055723,0.623827897700213,0.0345742832967066,0.0956627538780925,0.827026473506916,0.141390671181011,"DoubleBoth",4
"GSN",1.37315887087029,-0.857458188420704,-1.92459605224734,0.509108888050384,0.391191712828841,0.0542799136799461,1,0.668651850583477,0.186946189190414,"Carnivore",2
"TAF12",NA,1.78465682975748,NA,NA,0.0743169973303514,NA,NA,0.277595901078174,NA,"MissingData",5
"SRPK1",-3.73245724228526,-2.22580153750693,3.96623501145274,0.000568862676025896,0.0260274777958625,7.30168701171439e-05,0.0140316341321717,0.153132264099142,0.00220245055397045,"Carnivore",2
"ITGB1BP2",-0.687769726292668,-1.31235500534318,0.661030914268536,1,0.18940038091731,0.508592488327565,1,0.463604768089501,0.709500440391649,"Herbivore",1
"TRNAU1AP",NA,2.47510918974608,NA,NA,0.0133195447128495,NA,NA,0.104146888688171,NA,"MissingData",5
"PHACTR4",-0.275988872752083,0.149739722188616,2.03406116963567,1,0.880969967699591,0.0419454284100725,1,0.953920124754045,0.159962821963545,"Carnivore",2
"RAB14",2.60440760484773,3.74735528260935,-2.78454759668809,0.0276099695227632,0.000178708879131626,0.00536024533411582,0.187779941440693,0.00608548786101791,0.0425564989910768,"Unclear",0
"NONO",NA,0.652046127676231,NA,NA,0.51437141568551,NA,NA,0.759468598728952,NA,"MissingData",5
"MED18",NA,0.281201444967624,NA,NA,0.778555896436979,NA,NA,0.908882042780164,NA,"MissingData",5
"CNTRL",-2.24905971035904,-0.943620985852561,2.04829104086715,0.073526092253949,0.345363364254249,0.0405314903261477,0.349943130921128,0.628186268165158,0.156402120935045,"Both",3
"EYA3",-0.662612455604996,0.147034145085268,1.70934961867624,1,0.88310506932328,0.0873862073293336,1,0.954939164904546,0.250768396872364,"Carnivore",2
"TGIF2",0.367599330760837,0.855692966971399,-0.107993226851968,1,0.392167631428704,0.914001064977263,1,0.669261437968822,0.959870722142224,"Herbivore",1
"PHYHIPL",0.020061091195391,0.268080416357762,0.843312603840276,1,0.788637419767052,0.399053635646416,1,0.9141178444654,0.620727166568239,"Carnivore",2
"XKR8",-1.5189597519708,0.742088792441581,2.0698334488416,0.386317881529214,0.45803353980093,0.0384679438721322,0.971755999546061,0.718246558327414,0.151349416314379,"Carnivore",2
"BICC1",-1.5088145507717,-0.948723124837452,1.96090201227461,0.394038543655659,0.342761449507162,0.0498904545537605,0.984079273805814,0.625937396919963,0.177089604753467,"Carnivore",2
"SMPDL3B",-1.25638827393401,0.442795649608516,2.13120077453741,0.626925692921801,0.657913550302966,0.033072605240941,1,0.845218414588316,0.137531185013283,"Carnivore",2
"UBE2D1",3.40368302242515,4.74879340924848,-3.611952521678,0.00199451568984417,2.04633844343715e-06,0.000303900214527416,0.0330516594481691,0.000352862764145454,0.00586617140673781,"Unclear",0
"GMPPA",-1.00699933731861,-0.124523128065635,0.470579747605438,0.941805277928089,0.900901089344649,0.637940872960418,1,0.960997699484065,0.802603489516884,"DoubleBoth",4
"THEMIS2",-1.1104811025035,-0.529665272997141,0.873796703292618,0.800375300751387,0.59634402946728,0.382228976110794,1,0.810735072027388,0.605681843040206,"Both",3
"MEGF9",-2.35476932413983,-1.90190833392257,2.94674620648288,0.0556026217222509,0.057183139480675,0.00321136654955416,0.292279186108867,0.241061510492136,0.0298820042114146,"Carnivore",2
"IPMK",-0.359408948973738,0.202924602369911,0.638760456656287,1,0.839193964412542,0.522978776441765,1,0.935329365960454,0.720063969430944,"Carnivore",2
"STX12",-2.19818515309091,-0.84899582023862,1.5809646588577,0.0838077427811315,0.395883618079075,0.113886118640474,0.379602753998378,0.67216112438889,0.295208682295606,"Both",3
"ZWINT",-1.4716983059901,0.760729577587939,2.37038788996124,0.423307095800636,0.446818604578189,0.0177694320049172,1,0.710465250304872,0.0922329820703971,"Carnivore",2
"ZNF76",-0.908719893443935,-1.21972810152955,0.965400808025621,1,0.222567964981315,0.334344096919458,1,0.503012290070014,0.5638555844694,"Unclear",0
"FAM76A",NA,2.93036228588133,NA,NA,0.00338567025195822,NA,NA,0.0444142226746604,NA,"MissingData",5
"DES",2.54378912330033,2.86437990126075,-3.48204806673029,0.0328971791654874,0.00417826564431683,0.000497594364775867,0.208696698792223,0.0508449758473961,0.0082647871918233,"Unclear",0
"DKK1",-0.594342529485306,0.339702909874913,-0.258695092463871,1,0.734080270169654,0.795870506351285,1,0.885183469148453,0.895457802973056,"Both",3
"PRKG1",NA,0.119321280251115,NA,NA,0.90502082473694,NA,NA,0.961617997257362,NA,"MissingData",5
"SCAND1",-2.01556370049759,-1.64016848690419,0.733864377338566,0.131536856250452,0.10097013962173,0.463031399826826,0.502659777104172,0.328921850493165,0.674181615126175,"Both",3
"FGR",-1.07456532366997,-0.838284563163493,0.49690041323428,0.847708151560388,0.401870903560072,0.619259280105142,1,0.676771478005736,0.789939073205041,"Both",3
"PHF20",-2.41676602542849,-1.49971162164494,2.73350631709936,0.0469772371758001,0.133689118837818,0.00626639212913176,0.259682132666964,0.385904571121249,0.0469740571126861,"Carnivore",2
"SNRPC",-2.16380600342643,-2.36929465153704,1.99548344680967,0.0914377236256737,0.0178220487625281,0.0459901777693645,0.401729376747209,0.122877194241504,0.16871293074358,"Unclear",0
"ILRUN",NA,1.66926979419215,NA,NA,0.095063923623091,NA,NA,0.318272752944963,NA,"MissingData",5
"GPR3",-2.89636925070991,-2.9950884525676,1.8522368088315,0.0113252375088947,0.00274365266717409,0.0639918252872514,0.104071438064273,0.0387048442839207,0.208013277877515,"Herbivore",1
"CD164L2",-2.30355405680664,-1.33043395919356,2.138702545911,0.0637430681470781,0.183375331930809,0.0324597663079262,0.319717322074157,0.456983811145374,0.136111964855629,"Both",3
"SPDEF",-0.626499665837778,-1.76794962598173,0.532204879736151,1,0.0770693254016198,0.594584103632911,1,0.283389194097473,0.773465011676322,"Herbivore",1
"TNFSF15",-1.60886097676173,-0.0991558764135378,0.774480413814408,0.322940232033312,0.921014507667851,0.438646746295489,0.871380831198916,0.967826525431974,0.654974946156585,"DoubleBoth",4
"ATP6V1G1",NA,0.132947465915032,NA,NA,0.89423492768766,NA,NA,0.959293936514947,NA,"MissingData",5
"AKNA",-3.66198419327669,-2.66217751692415,2.73963734828331,0.000750807915104497,0.00776369223421317,0.00615070095527059,0.0170862918100488,0.0744625369374918,0.0464530840102481,"Both",3
"ROMO1",3.25382795264299,4.92428838223642,NA,0.00341583645732035,8.46678973624505e-07,NA,0.0475206858538342,0.000207769438355131,NA,"MissingData",5
"MED12",1.09229709223789,0.229270869765393,-2.24893372712986,0.824107614064276,0.818658393052936,0.0245167128150551,1,0.926538023966863,0.114418935630038,"Carnivore",2
"NFS1",-2.13621258934234,-1.60194097079592,2.49267607648037,0.0979862692951127,0.109168663383012,0.0126784451396058,0.418303467298265,0.344129689765701,0.0735799998318226,"Carnivore",2
"OGDHL",-3.01341075479956,-3.56858316486733,2.25067854442862,0.00774987026972536,0.000358916928379329,0.0244059046495405,0.0811460512634811,0.00999602146409027,0.114078827545894,"Herbivore",1
"C10orf53",-0.922537368075099,-0.575806779102274,-0.0659132748126653,1,0.564745790886218,0.947446871795299,1,0.792345237122367,0.975204231034698,"DoubleBoth",4
"RBM12",-2.62578726476552,-2.32422002433277,1.76374979949741,0.0259346484468224,0.0201137046137989,0.0777741127263762,0.178823872531952,0.131492638620585,0.233384420887352,"Both",3
"SLC18A3",-1.6640694673658,-2.05301783837862,-0.0531175811589799,0.288295643554112,0.0400708474783481,0.957638223488158,0.81576788044925,0.196107598664415,0.98023559525959,"Herbivore",1
"ZNF618",0.352536549699309,1.305162950902,-0.632473968654671,1,0.191837366891154,0.527077213164652,1,0.467065221776947,0.722419109867548,"Herbivore",1
"GPN2",-0.106983130691071,0.461575537364036,1.02454352811083,1,0.644385740547822,0.305578622223023,1,0.837592948177418,0.534300667717162,"Carnivore",2
"DRGX",0.100860981163451,-0.27064496211559,0.182851172304096,1,0.786664111151001,0.854914795718007,1,0.912816694555107,0.93006466381216,"Unclear",0
"RGS3",-0.339428942443229,-2.04649433405145,1.49054394068687,1,0.0407077593530155,0.136081271826412,1,0.197841025663952,0.329403426344778,"Unclear",0
"ZDHHC18",-1.03111616603674,1.60504047763442,1.23010002333783,0.907459043075412,0.10848489699696,0.218659651332452,1,0.342655757686006,0.435494725441864,"Unclear",0
"C10orf71",-0.240426118219274,0.749340850379367,-1.6050209880801,1,0.453651792117719,0.108489185876275,1,0.715017687518097,0.286755473373448,"Carnivore",2
"TMEM273",NA,0.620175854286639,NA,NA,0.535142016428698,NA,NA,0.773300966773003,NA,"MissingData",5
"RUFY4",-1.39209403095941,0.106178072500128,2.24981811335656,0.491681776658028,0.915441068197556,0.0244604937103993,1,0.965663430587934,0.114262952445876,"Carnivore",2
"LRRC18",-0.58105393022534,-1.44877075301967,0.214599550112353,1,0.147401614015109,0.830079544721635,1,0.406055873822384,0.91429139422643,"Herbivore",1
"POLE3",0.796377673104785,1.03499273289797,-0.500047188714818,1,0.300672305021811,0.617041850823364,1,0.5856985208627,0.788323687975129,"Herbivore",1
"HDHD3",-1.9040900259103,-1.15253049700376,1.92301437549168,0.170695381447101,0.249103145192022,0.0544782445068836,0.591751880620013,0.534796408002316,0.187239035667613,"Carnivore",2
"BSPRY",-2.37393305077652,-1.11568557066292,1.71547106457709,0.0527992239882417,0.264556749148933,0.0862588960459054,0.28234634027244,0.55179498909992,0.248814195775173,"Both",3
"MAPK8",NA,-0.145830654877411,NA,NA,0.884055075498894,NA,NA,0.955088319179021,NA,"MissingData",5
"WDR31",0.0844380054003041,-0.57114535150925,-0.152415480472638,1,0.567901118697214,0.878859248070311,1,0.794132451496786,0.943553228133176,"Herbivore",1
"PRPF4",1.54854766641541,1.4050025012709,-1.82396470354985,0.36447148420335,0.160020534489584,0.0681574085534683,0.937882437988615,0.424096279192554,0.216356966945008,"Unclear",0
"IL2RG",0.235795352749924,-0.152561807816381,0.0319828511979713,1,0.878743845290114,0.974485726662968,1,0.952873895391186,0.987464943110372,"DoubleBoth",4
"CDC26",-0.769821014570302,-0.112322776225613,0.792070567726185,1,0.910567483259304,0.428319530443389,1,0.963720790202909,0.646585762401088,"Carnivore",2
"SLC31A1",-0.885021459090136,-0.897466884353198,1.37069831848156,1,0.369469836481891,0.170469019229904,1,0.648858767155446,0.377128533494198,"Carnivore",2
"UBXN11",0.69299011776687,0.670448640503699,-0.788148613562562,1,0.502571836398962,0.43060978246508,1,0.751184274350441,0.648870558064677,"Unclear",0
"SLC46A2",2.31585528181191,1.23510628438947,-1.98793120412934,0.0616985149342187,0.216790950847235,0.0468192991022163,0.31259886096908,0.494785204489275,0.170424062115717,"Both",3
"SNX30",0.130613089671218,1.08377413584407,0.723390828436832,1,0.278464955624209,0.469439804365064,1,0.566186460826994,0.6789818283062,"Unclear",0
"INIP",NA,1.98074347157801,NA,NA,0.0476200490115629,NA,NA,0.215667330100146,NA,"MissingData",5
"CXorf65",NA,-0.780286256907671,NA,NA,0.435222400287558,NA,NA,0.703412093554793,NA,"MissingData",5
"CNKSR1",-1.66543251989971,-1.04481533628561,1.70123863961976,0.287479487881884,0.296108325377232,0.0888981848752569,0.814380407964604,0.58156062595899,0.253655029595681,"Carnivore",2
"FOXO4",-1.0938214398288,-0.520312968862164,0.824985490687674,0.82209989720685,0.602845458236177,0.409379828160775,1,0.814548142836289,0.629717721031172,"Both",3
"ZNF593",1.20864632325946,2.17697515361962,-1.02465992949344,0.680396254865339,0.0294824213250946,0.305523676342549,1,0.165318322885366,0.534266719521213,"Herbivore",1
"FAM110D",0.0341997936632237,1.61555622661085,0.811448010427172,1,0.106190294483165,0.41710843757875,1,0.33744816041165,0.636176039747608,"Herbivore",1
"SUSD1",-2.35257538324265,-1.25312912303892,3.93667994452672,0.0559317309761389,0.210158718849893,8.26166755878898e-05,0.293597539184164,0.488241747719352,0.00240130886775205,"Carnivore",2
